attendance_pct,study_hours_wk,quiz_avg,assign_avg,midterm,lms_logins_wk,forum_posts,passed
50,20,48,37,90,20,13,0
99,17,91,63,64,3,12,0
76,31,88,56,80,14,9,1
75,8,94,72,75,28,5,1
74,15,97,88,44,27,12,1
58,31,57,84,81,23,10,1
59,30,47,64,29,7,14,0
96,20,55,57,38,15,1,0
57,12,48,81,48,0,14,0
86,17,84,55,92,24,18,0
80,30,86,54,76,15,16,0
88,29,35,57,72,29,19,1
53,19,30,55,71,24,17,0
54,11,37,55,84,1,5,0
70,34,80,35,97,1,14,0
40,7,54,49,27,7,16,0
92,34,76,51,33,11,8,0
93,20,84,85,48,10,11,1
93,24,93,97,28,5,4,1
42,10,39,48,33,18,13,0
55,32,85,93,25,27,7,0
62,15,41,84,59,17,16,0
96,20,62,68,98,4,8,1
50,3,46,40,36,14,2,0
51,8,90,83,42,7,6,0
49,23,39,40,34,5,11,0
71,11,60,41,98,11,2,1
55,8,89,85,42,18,8,0
47,29,99,35,48,11,13,0
77,30,46,47,25,11,17,1
51,10,79,77,96,8,10,1
63,28,66,61,40,23,3,0
67,13,91,37,39,9,7,0
92,32,58,92,86,21,17,0
47,26,61,51,29,16,12,0
97,22,40,79,69,17,3,1
67,4,35,92,76,15,9,1
75,31,64,90,95,3,7,1
65,18,62,88,31,17,11,0
47,24,47,63,51,2,18,0
97,23,66,88,37,15,11,0
99,22,42,61,41,13,1,0
89,2,93,79,68,23,7,0
67,31,30,65,37,8,12,0
67,11,92,70,97,5,0,1
76,28,63,95,29,3,2,1
80,32,39,71,57,26,1,0
75,5,36,70,28,1,19,0
66,10,85,39,50,22,7,0
93,24,66,80,92,9,2,1
56,23,58,86,40,10,14,0
48,17,41,83,46,6,1,0
72,1,46,40,60,25,16,0
92,31,77,44,82,24,5,1
59,31,55,57,79,4,0,1
52,34,41,51,59,25,3,0
67,9,50,78,49,3,18,0
87,22,71,75,96,25,6,1
68,13,90,49,85,5,13,1
52,25,87,78,42,27,13,1
85,18,83,92,82,1,9,1
74,12,63,84,81,1,6,1
45,17,36,86,87,15,15,0
57,15,64,97,36,27,3,0
90,15,44,92,35,24,6,0
44,15,94,57,37,22,14,0
86,13,54,78,59,22,16,0
64,17,88,78,51,12,2,0
41,32,35,86,91,20,15,0
49,9,81,62,69,6,1,0
95,20,50,52,98,24,6,0
69,26,61,61,91,25,15,0
89,27,82,85,46,4,8,0
98,21,88,94,66,24,11,1
84,18,98,83,44,16,0,1
44,13,91,49,72,12,13,0
94,16,33,49,42,14,10,0
95,9,47,85,94,27,17,1
72,12,85,82,98,2,4,0
93,19,53,35,30,22,14,0
40,7,95,41,63,3,6,1
57,18,42,87,35,14,13,0
71,16,91,65,49,17,19,0
86,4,83,52,79,27,7,0
88,25,44,46,82,29,3,0
50,32,98,82,61,2,2,0
60,13,32,64,40,6,11,0
65,17,66,41,94,7,17,0
64,6,66,37,97,10,14,0
61,19,32,97,61,24,10,0
98,13,92,40,77,21,10,1
66,26,64,49,40,25,11,0
88,14,81,77,42,8,18,1
52,31,57,52,43,19,16,0
72,4,47,56,68,11,5,0
73,8,65,95,26,4,7,1
80,25,62,95,82,0,14,1
74,13,93,87,34,13,19,0
40,32,55,60,70,24,9,0
60,28,77,74,43,24,14,0
87,30,69,42,62,24,11,0
94,3,46,55,61,2,10,1
45,28,69,77,69,28,17,1
67,3,36,55,58,14,4,1
56,34,86,37,26,9,11,0
44,16,37,65,68,25,4,0
70,22,85,61,51,9,9,1
44,32,60,61,72,23,13,0
77,8,88,91,31,2,15,0
42,8,87,67,51,28,4,1
92,6,41,78,95,5,10,0
62,14,77,77,42,4,18,0
76,32,60,65,57,23,7,0
92,10,92,99,57,18,18,0
76,3,68,51,49,13,19,0
49,12,49,49,38,16,17,0
49,31,77,68,62,11,11,0
58,29,83,38,62,8,12,0
56,5,58,62,28,25,17,0
60,25,77,36,86,24,14,0
53,31,85,51,34,2,14,0
48,21,46,92,59,17,11,1
85,20,38,43,47,3,8,0
40,22,63,65,89,13,18,0
90,4,74,96,49,23,11,0
84,13,38,53,77,5,4,0
52,20,36,89,41,25,19,0
43,13,45,62,81,14,9,0
40,17,48,84,99,16,6,0
88,33,35,99,44,23,10,1
79,1,40,37,49,4,7,0
71,15,90,86,66,28,6,1
73,13,71,44,69,5,15,0
67,17,42,55,55,20,15,1
70,24,41,71,89,25,13,0
47,8,49,49,76,4,14,0
78,27,79,43,45,18,19,1
65,23,65,78,54,13,8,0
97,8,98,73,27,3,15,0
73,8,66,39,94,4,15,0
93,26,41,59,67,10,4,1
93,13,69,90,53,26,2,1
42,28,83,98,27,1,12,0
98,25,31,86,82,21,7,0
89,16,79,43,57,1,16,0
51,2,70,44,99,19,4,0
40,18,74,44,69,11,5,0
93,17,38,96,93,15,1,0
83,30,91,94,56,16,13,1
44,13,76,53,76,3,3,0
69,32,34,72,88,13,2,0
69,29,30,40,64,6,8,0
98,30,73,49,37,14,17,0
96,18,51,81,98,29,11,1
56,13,67,79,53,15,8,1
87,21,48,39,87,7,17,0
86,30,60,87,50,1,12,0
62,21,96,96,83,18,13,1
54,17,71,57,73,0,9,0
76,19,55,78,77,22,2,0
60,15,42,86,55,3,6,1
53,9,87,80,36,26,17,0
41,10,47,53,82,25,15,0
50,31,96,81,60,23,16,1
90,23,32,86,34,20,5,0
78,30,84,58,30,24,11,0
77,33,87,51,31,21,18,0
99,9,92,80,55,10,2,1
73,1,81,98,96,9,2,1
77,11,53,62,27,17,17,0
89,34,38,84,71,0,10,0
73,16,66,98,25,16,5,0
57,9,82,62,69,15,18,0
69,32,53,90,78,11,4,1
54,15,50,93,74,27,12,0
66,12,69,39,31,29,4,0
90,33,91,88,87,29,2,1
73,14,99,78,39,15,18,0
91,8,98,76,91,8,16,1
96,8,43,91,54,16,2,0
77,27,71,81,92,2,14,1
72,12,79,59,60,27,16,0
63,1,90,78,91,17,12,1
54,11,33,49,29,14,13,0
99,31,46,85,49,14,15,0
69,17,86,87,35,15,10,0
94,33,77,68,96,27,16,1
81,32,73,42,90,19,4,1
90,29,74,55,52,0,14,1
56,21,62,41,84,0,17,0
44,21,60,90,34,3,15,1
68,23,76,83,74,28,13,0
43,6,35,76,63,12,13,0
49,22,63,57,61,29,12,0
95,8,82,86,87,3,0,1
56,11,43,87,85,22,5,0
49,24,45,50,62,7,10,0
56,21,72,71,57,12,10,0
99,2,41,52,99,23,15,0
59,19,99,54,69,7,2,0
63,28,48,80,68,13,16,0
44,17,70,36,25,29,13,0
73,6,82,97,77,27,1,1
45,19,58,37,71,29,8,0
92,28,99,80,57,24,7,1
41,2,88,83,91,0,10,1
52,4,93,35,39,8,6,0
82,22,53,56,38,25,1,0
82,26,45,48,47,23,3,0
87,13,81,79,78,0,13,0
50,32,35,40,32,6,12,0
90,17,66,99,78,24,12,1
86,19,33,55,60,19,12,0
96,28,67,38,76,12,4,1
62,1,70,37,30,14,11,0
94,18,43,64,52,28,5,0
55,33,80,65,74,8,13,0
70,12,94,68,62,15,7,1
50,8,81,54,54,16,7,0
93,24,59,88,97,8,6,1
55,16,86,59,78,5,16,0
47,4,59,49,95,19,10,0
43,27,71,72,70,11,9,0
79,9,40,57,52,15,12,0
43,16,56,86,41,27,9,0
95,12,53,91,72,20,13,0
64,31,68,91,68,14,8,1
42,24,47,86,84,6,6,1
71,14,74,69,84,9,6,1
42,25,41,48,29,28,17,0
66,34,78,48,93,3,15,0
68,3,60,67,94,23,7,0
71,24,51,86,31,2,15,0
89,9,73,35,77,17,18,1
97,26,93,68,41,0,14,0
90,20,54,53,83,29,14,0
58,10,80,58,33,12,5,0
60,19,36,38,46,21,8,0
44,3,35,70,69,17,14,0
57,24,53,92,97,7,6,1
67,5,48,66,83,10,7,0
81,3,38,43,37,9,17,0
61,27,65,54,36,28,15,0
60,16,69,96,60,3,14,0
45,15,53,92,34,24,2,0
40,12,77,56,40,3,0,0
44,26,92,82,43,3,12,0
80,34,98,42,30,28,11,0
51,23,82,49,28,11,8,0
65,31,83,66,54,7,1,0
85,20,71,87,70,27,8,0
73,12,74,38,51,12,7,0
88,23,43,64,69,7,4,0
53,4,58,47,61,20,12,0
65,23,35,55,33,2,1,0
84,1,36,75,85,11,9,0
66,25,66,53,59,17,5,0
48,2,82,82,71,14,6,0
65,30,47,97,45,24,2,0
96,3,67,54,41,13,13,0
86,21,88,98,79,8,15,1
96,25,30,71,30,4,5,0
61,20,97,65,59,29,7,0
86,22,73,52,74,28,0,1
95,21,76,54,61,14,19,0
69,33,64,45,37,7,14,0
82,15,89,78,49,22,16,0
87,15,81,98,25,2,17,0
56,25,37,68,73,11,2,0
65,21,70,99,59,4,5,0
75,24,32,89,77,28,16,0
40,5,98,35,76,8,12,0
47,6,43,72,78,19,16,0
88,23,55,43,71,2,15,0
74,4,99,51,67,22,16,0
91,27,87,86,44,7,0,1
54,18,69,52,57,20,15,0
86,21,80,97,40,12,5,0
95,28,34,67,31,7,7,0
61,22,61,38,94,4,0,1
53,23,30,86,45,24,1,0
65,3,83,43,60,6,14,0
67,10,40,98,78,4,4,1
62,25,82,64,43,28,19,0
53,8,37,42,49,8,14,0
63,11,54,39,91,4,9,0
41,5,69,97,77,7,4,0
84,29,61,35,99,11,2,0
65,5,57,49,72,3,5,0
53,9,32,72,66,8,14,0
98,2,91,76,71,27,17,1
95,1,56,80,66,21,13,0
90,30,74,87,26,21,9,0
46,11,54,60,30,13,3,0
42,28,90,95,70,18,10,0
86,12,73,88,90,12,19,1
62,26,75,56,64,2,6,1
85,13,43,60,82,3,14,1
82,8,37,94,98,0,8,0
86,28,77,73,57,21,14,1
99,30,43,70,86,0,11,1
84,9,94,55,36,10,17,0
57,31,36,75,73,15,5,1
97,21,78,82,29,3,17,0
77,34,84,60,75,28,17,1
74,31,42,97,93,6,5,0
90,25,85,70,56,11,14,0
54,12,85,58,73,5,18,0
64,1,44,55,84,23,4,0
94,22,86,52,70,19,3,1
76,1,87,49,92,8,16,0
67,1,64,40,65,25,9,1
49,21,45,77,91,7,11,0
78,15,37,65,37,13,4,0
96,17,74,62,42,14,6,0
56,22,69,42,75,20,11,0
78,16,83,63,60,29,1,0
61,8,43,55,58,21,19,0
65,17,88,92,36,4,16,0
83,17,82,94,29,14,12,0
64,26,56,84,72,5,4,1
56,13,76,65,64,0,4,0
52,17,35,81,37,19,19,0
59,17,84,68,50,8,11,0
64,14,73,36,38,3,11,0
43,6,47,86,35,1,6,0
49,14,45,41,62,5,5,0
42,8,41,53,81,1,9,0
80,15,49,49,46,2,18,0
84,27,74,82,40,6,15,0
57,13,93,48,53,19,1,0
86,31,88,37,26,16,3,0
75,6,51,84,78,8,8,1
86,5,76,88,26,21,4,0
61,22,58,40,27,8,0,0
73,23,74,83,80,18,10,1
86,25,38,57,96,4,18,0
47,34,53,54,35,24,2,0
79,26,44,94,56,5,0,1
88,5,65,79,28,17,3,0
83,26,42,95,33,0,8,1
58,20,73,90,80,24,15,1
81,6,65,36,40,16,6,0
80,6,90,79,95,13,4,0
76,18,69,74,34,14,12,0
45,4,56,58,60,4,10,0
91,17,30,63,48,16,13,0
65,14,63,88,88,20,16,0
73,14,97,87,80,20,11,1
98,13,50,83,46,22,18,0
95,7,62,66,76,22,4,0
98,15,36,95,74,10,7,1
84,19,94,76,71,9,1,1
45,17,32,35,47,16,16,0
76,19,80,97,43,24,1,1
96,20,83,69,76,0,2,1
72,32,88,85,58,4,19,0
92,24,35,79,53,15,17,0
61,17,58,99,85,6,14,1
60,7,46,48,59,11,4,0
45,1,89,37,29,7,16,0
45,32,51,58,31,17,13,0
94,13,53,99,65,29,0,0
87,6,80,82,26,0,13,1
43,14,79,44,34,19,8,0
69,15,40,47,68,11,4,0
50,4,85,48,94,3,3,0
69,16,71,44,59,25,0,0
70,28,68,74,86,11,2,1
63,16,98,57,98,21,19,1
94,4,77,89,97,0,10,1
48,26,86,97,44,29,15,0
94,28,50,76,59,0,10,0
42,32,49,81,61,2,9,0
90,2,44,86,96,20,11,0
70,31,98,52,78,11,4,0
79,3,80,52,52,21,9,0
76,8,91,58,94,20,12,1
75,24,66,57,56,12,18,0
63,15,35,46,35,28,6,0
70,31,55,57,66,12,15,0
45,9,37,55,47,20,5,0
41,2,33,98,54,8,9,0
59,8,50,68,33,17,9,0
67,7,60,36,83,27,10,0
50,16,50,65,52,27,9,0
43,30,54,53,57,0,13,0
54,10,44,47,71,5,14,0
45,18,64,99,46,24,6,0
93,5,78,40,53,22,12,0
88,29,72,61,58,23,10,0
69,34,70,86,66,4,6,0
95,23,66,82,76,25,10,1
77,5,86,78,71,3,13,0
90,30,71,51,98,5,16,0
96,6,76,72,75,2,15,1
41,4,90,44,69,16,0,0
54,29,43,88,99,10,8,0
50,23,97,40,58,3,8,0
47,6,82,40,45,24,9,0
65,32,63,86,37,19,18,0
90,18,53,49,78,0,14,0
84,15,49,91,49,29,15,0
83,32,98,90,45,3,10,1
44,9,59,41,25,22,16,0
45,10,36,85,82,2,18,0
65,20,65,92,93,9,12,1
93,6,67,98,95,21,5,1
43,3,81,60,37,29,14,0
58,11,44,92,76,0,15,0
59,17,75,65,47,26,3,1
72,32,52,47,45,3,7,0
59,4,41,52,30,18,6,0
88,4,73,47,44,29,16,0
51,17,44,58,64,0,15,1
86,19,78,91,33,15,1,1
40,5,50,63,74,18,16,0
65,32,44,90,52,19,3,0
53,22,43,88,35,20,13,0
77,6,71,39,99,21,7,0
76,22,44,69,80,17,4,0
50,1,92,53,59,1,4,0
75,20,97,89,49,5,4,0
52,22,56,78,43,20,4,0
82,11,82,72,55,0,2,0
42,13,81,96,74,18,5,0
72,3,92,56,87,26,0,1
45,9,82,74,71,4,7,0
89,12,86,60,25,28,12,0
95,23,81,39,82,27,19,0
49,14,72,88,34,27,5,0
44,33,36,83,32,1,17,0
62,18,71,37,50,0,17,0
49,9,33,72,58,15,15,0
83,23,98,48,43,24,7,1
41,10,34,81,96,20,16,0
52,19,70,48,25,1,7,0
79,5,33,72,72,25,14,0
41,23,31,98,49,3,9,0
59,30,96,78,48,2,0,1
40,25,50,99,71,22,8,1
76,28,99,59,93,16,16,0
48,34,72,50,91,14,19,0
56,25,98,49,56,9,0,0
48,10,38,37,41,11,8,0
50,14,57,71,85,11,13,0
54,30,55,89,93,19,4,1
63,25,32,72,35,6,5,0
77,14,78,97,62,26,4,1
94,34,46,35,92,9,3,0
74,10,92,53,43,28,15,0
69,11,84,86,41,4,15,0
70,11,52,64,37,19,9,0
88,21,63,89,25,19,13,1
44,21,98,48,26,10,12,0
99,22,44,47,90,27,3,1
83,7,76,61,92,29,13,1
89,17,32,43,40,1,8,0
53,2,57,75,28,23,2,0
92,12,32,82,81,15,9,0
95,18,33,46,97,11,14,0
50,11,60,44,47,15,18,0
48,16,74,40,26,3,1,0
73,18,88,68,91,1,1,0
51,26,74,86,50,24,8,0
74,16,66,75,31,29,3,1
74,6,94,40,68,29,4,0
40,12,38,36,57,28,1,0
79,13,46,49,88,27,6,0
61,4,94,51,60,9,18,0
99,2,32,50,28,12,5,0
68,26,55,62,47,22,15,0
47,27,82,44,49,18,13,0
50,27,60,44,98,14,11,0
80,15,55,44,51,22,5,0
76,8,52,62,75,0,12,0
53,7,59,58,93,27,14,0
99,12,39,53,47,16,13,1
69,13,93,90,33,19,7,0
74,17,51,76,57,3,19,0
60,17,44,46,59,19,10,0
76,21,85,52,74,8,8,1
44,8,49,57,48,5,11,0
58,5,76,40,48,2,5,0
98,26,82,87,43,21,18,1
53,16,82,76,63,1,2,1
65,28,30,64,85,17,0,0
43,29,31,43,49,22,14,0
64,12,87,76,49,29,14,1
84,30,48,68,51,18,4,1
81,23,91,74,56,6,10,1
64,16,41,51,35,2,0,0
57,14,55,63,93,27,9,0
79,10,56,84,57,27,19,1
47,7,58,83,43,17,10,0
78,29,44,95,40,19,6,0
79,3,75,80,35,19,16,0
53,15,30,80,99,18,11,0
71,19,89,51,98,8,3,1
90,13,86,39,93,15,11,1
77,21,32,88,79,5,2,0
72,27,47,50,49,20,17,0
62,29,81,41,58,28,11,0
54,20,89,42,36,11,18,1
72,25,63,72,45,27,12,0
64,6,89,88,53,5,15,1
56,2,55,49,75,12,7,0
72,22,48,84,47,26,5,0
86,32,51,90,57,23,9,0
94,16,62,43,32,4,9,0
41,18,67,42,66,28,5,0
53,5,64,53,93,12,7,0
92,30,96,85,65,19,17,0
79,19,39,91,98,6,16,0
79,23,44,65,87,11,9,0
90,34,40,37,38,29,1,0
78,13,53,77,86,20,11,0
90,29,33,63,99,3,19,0
45,22,42,44,70,29,9,0
45,9,86,46,91,4,8,0
42,19,66,80,77,15,15,0
46,6,77,64,76,26,6,0
90,15,30,66,31,3,8,0
47,20,89,81,78,7,5,1
81,9,41,97,35,15,9,0
91,32,50,60,49,7,6,0
54,4,40,37,83,16,17,0
86,18,73,57,90,13,10,1
68,5,87,84,51,11,0,0
72,20,73,70,82,2,18,0
91,23,63,47,35,26,4,0
69,11,54,63,79,19,5,0
78,22,33,72,43,1,6,0
66,4,93,39,63,29,3,0
75,29,45,54,94,12,15,0
68,34,39,48,35,20,9,0
77,13,95,42,38,10,14,0
96,9,64,82,84,23,12,0
72,31,35,47,60,11,7,0
76,7,48,58,65,17,12,0
66,4,88,99,26,29,6,0
94,19,82,68,81,8,16,1
72,30,37,85,84,28,3,0
43,31,39,37,44,6,6,0
61,21,96,92,46,5,15,0
41,31,67,89,28,23,1,0
49,19,58,76,80,13,13,0
44,31,44,55,82,17,13,0
98,32,52,44,89,13,7,1
49,2,75,91,82,4,5,0
72,10,57,59,54,19,6,0
93,2,55,90,43,23,6,0
77,2,39,72,86,12,1,0
52,24,76,95,92,0,3,0
70,17,33,81,68,11,12,0
86,32,84,88,85,18,9,1
75,16,95,80,45,9,8,0
84,16,96,38,34,23,14,0
63,31,36,77,54,4,11,0
91,24,84,96,48,19,9,0
95,1,60,38,72,5,18,0
54,11,48,99,79,11,4,0
68,21,57,96,76,20,6,0
47,4,57,36,62,2,19,0
44,7,48,43,91,28,10,0
68,26,49,91,32,26,15,0
86,12,42,79,53,13,12,1
43,31,72,52,34,20,3,0
51,17,40,82,93,3,15,0
84,33,77,76,99,16,12,1
41,11,44,75,92,16,0,1
66,28,46,92,73,13,3,0
70,32,83,76,82,14,14,0
90,1,79,69,59,6,15,1
90,28,57,72,74,3,3,0
75,7,33,75,64,16,16,0
75,2,51,84,36,5,10,0
65,24,68,79,40,10,4,0
82,4,63,53,72,11,12,0
66,19,73,51,25,14,11,0
44,26,71,99,89,26,2,1
59,11,69,90,46,11,3,1
50,11,41,75,39,10,9,0
49,3,31,76,91,26,8,0
79,12,57,40,38,16,9,0
77,3,96,74,97,7,12,1
45,27,39,75,43,11,0,0
47,2,86,43,64,28,11,0
62,16,66,42,28,8,10,0
86,2,93,78,57,10,7,1
65,30,69,92,67,2,13,0
85,20,89,47,61,6,13,0
82,28,77,53,90,28,19,0
51,25,48,83,51,20,16,0
65,32,62,64,69,2,18,0
52,10,73,93,74,20,19,1
79,33,66,87,87,15,16,1
57,13,65,86,30,9,5,0
64,16,50,65,91,22,13,0
72,22,31,49,91,6,17,0
86,20,60,54,83,24,16,0
79,27,59,39,37,23,5,0
99,16,73,41,45,19,4,0
82,34,41,52,88,14,12,0
51,32,80,90,61,20,15,0
83,26,78,79,72,20,8,1
75,25,53,62,80,9,11,0
87,2,53,84,68,11,9,0
43,12,89,36,37,17,12,0
44,9,40,58,28,27,18,0
95,12,42,82,97,22,15,0
76,26,93,79,57,22,16,1
47,9,49,92,61,8,15,0
81,10,57,70,77,28,13,1
88,32,31,36,48,8,15,0
67,34,72,52,75,3,14,1
70,20,37,83,65,4,11,0
97,2,42,42,53,6,4,0
48,1,64,92,83,25,10,1
93,24,52,49,64,6,4,0
90,27,75,51,75,10,10,0
68,2,44,57,74,9,1,0
53,31,31,61,60,10,18,0
79,14,90,71,84,23,16,1
80,2,93,83,42,23,18,0
61,29,81,98,44,17,11,0
50,15,65,68,29,11,19,0
62,12,96,52,42,24,4,0
40,28,98,98,64,15,11,0
85,20,96,78,25,26,15,0
76,24,76,51,43,3,0,0
60,21,31,93,50,16,1,0
65,10,73,47,53,16,9,1
85,14,93,86,83,20,1,1
75,18,57,94,87,22,9,1
93,24,83,76,86,4,17,1
62,14,96,98,72,12,0,1
96,34,65,68,86,2,4,1
40,12,92,98,42,26,11,0
93,22,54,67,90,22,16,1
94,6,77,46,51,16,18,1
90,22,68,53,30,10,17,0
79,14,76,43,94,0,12,0
54,16,50,51,83,27,2,0
60,25,59,84,30,17,9,0
86,32,60,73,55,16,13,0
48,33,55,75,80,8,7,0
92,20,51,44,78,19,9,0
48,18,50,46,65,6,1,0
49,3,30,49,42,4,12,0
91,23,66,62,47,29,4,0
96,32,75,38,60,15,10,1
92,16,38,70,49,6,0,0
65,5,46,99,31,12,9,0
80,4,76,81,44,12,12,0
74,21,88,73,29,14,3,1
91,14,83,72,42,22,9,1
64,31,41,78,57,16,11,0
65,14,93,85,59,16,13,0
50,6,35,60,89,26,2,0
77,12,82,70,87,18,1,1
41,16,45,35,96,9,18,0
46,17,34,87,95,1,10,0
57,23,75,40,65,13,6,0
66,14,43,71,74,22,17,0
73,7,73,36,54,2,13,0
66,32,92,75,62,6,6,1
56,15,81,85,59,24,6,0
82,17,55,81,90,27,8,1
98,34,82,47,70,10,11,1
83,5,58,93,32,16,5,0
98,27,48,93,92,14,6,1
90,23,76,44,61,18,3,0
93,14,37,47,37,28,15,0
63,15,52,36,97,10,6,0
64,33,64,49,69,14,7,0
46,31,82,80,53,14,7,0
91,17,87,91,65,5,19,1
45,28,34,44,80,14,2,1
92,19,45,56,40,28,8,0
63,23,46,42,36,8,18,0
72,32,61,55,90,4,12,0
88,13,81,56,86,18,6,1
68,20,49,79,43,23,19,0
82,5,95,74,54,28,14,1
61,9,30,56,40,29,18,0
65,29,87,64,37,27,1,0
67,6,73,96,93,4,11,1
89,25,35,79,47,21,7,0
60,31,79,69,86,12,7,0
88,22,49,76,55,17,12,1
46,2,43,39,77,19,0,0
56,5,34,61,41,16,9,0
59,27,70,96,73,14,8,0
80,25,69,66,73,13,1,1
88,8,63,42,91,28,18,0
59,1,74,52,50,15,13,0
93,20,56,49,37,3,9,0
61,23,73,60,62,16,9,0
67,32,62,87,46,19,7,1
79,11,62,78,53,13,13,1
88,24,73,66,69,17,12,1
46,11,49,62,70,5,5,0
40,29,65,73,63,21,12,0
71,26,36,66,93,7,2,1
52,16,61,52,92,8,19,0
69,20,96,45,63,23,12,0
62,3,68,66,44,0,18,0
90,1,53,54,92,12,15,0
98,1,99,74,59,2,3,1
95,17,83,42,32,5,2,0
58,2,67,69,76,16,14,0
71,29,61,55,64,7,14,0
69,20,74,58,60,29,17,0
68,6,90,51,30,5,6,0
88,8,99,52,94,15,19,0
84,29,82,46,97,0,4,1
68,33,80,50,40,9,7,0
69,3,85,38,70,17,9,0
55,5,56,68,83,21,0,0
79,27,67,80,62,25,10,1
58,12,91,65,42,13,2,0
57,20,47,59,36,23,2,0
40,20,93,58,78,4,14,0
53,9,59,99,71,16,16,0
90,4,78,59,25,13,17,0
86,19,70,62,39,25,7,0
89,27,42,70,45,17,12,0
41,13,63,40,25,3,9,0
93,13,54,82,91,19,2,1
67,22,95,82,36,22,19,0
88,28,47,99,52,1,13,0
89,22,34,78,63,6,12,0
69,19,48,97,61,6,2,0
77,8,71,80,84,6,12,1
90,8,47,53,55,12,19,0
43,26,61,98,82,18,8,0
40,26,50,84,35,21,15,0
47,23,39,97,53,27,7,0
68,13,66,75,37,5,11,0
94,28,78,41,75,19,11,0
78,9,42,43,78,16,18,0
42,20,84,38,43,24,16,0
71,19,46,83,82,17,14,1
49,12,38,40,60,24,17,0
49,15,73,55,52,23,6,0
58,31,75,49,92,0,12,0
85,14,37,90,27,26,18,0
73,11,66,66,65,22,15,0
99,26,48,63,59,12,10,1
72,27,92,68,74,25,4,1
62,11,75,61,98,18,1,0
94,34,55,94,54,15,0,1
67,19,75,73,96,9,15,0
71,6,75,78,94,12,4,0
89,28,43,70,78,9,6,0
46,1,92,53,95,29,8,0
68,8,32,79,75,29,3,0
47,7,57,55,52,13,18,0
40,11,58,57,88,8,19,0
96,4,47,61,45,20,14,0
94,25,64,53,51,10,6,0
42,12,76,75,51,2,17,0
63,26,34,60,74,7,4,0
62,12,88,62,53,11,12,0
98,24,88,98,63,2,2,1
47,16,76,85,81,6,5,1
93,13,42,82,61,13,11,0
96,25,62,44,88,6,17,0
86,4,91,73,72,6,17,0
76,11,45,53,46,13,3,0
42,32,73,98,54,11,19,0
90,7,87,53,52,0,13,0
72,11,35,96,47,26,13,0
67,28,44,47,28,4,0,0
86,23,33,59,27,27,10,0
47,23,85,76,85,10,8,0
73,28,93,73,28,0,17,0
74,26,97,64,89,22,4,1
71,25,63,39,36,12,9,0
63,29,85,52,37,28,14,0
53,19,61,55,58,23,9,0
71,33,38,84,83,22,15,0
95,14,92,40,97,16,3,0
85,14,62,84,55,2,3,0
82,30,50,35,95,9,7,0
55,28,84,91,37,18,5,0
43,17,86,64,78,6,10,0
91,3,31,92,26,19,12,0
76,16,42,86,57,27,18,0
93,30,33,71,74,2,10,0
60,29,79,82,31,21,1,0
53,15,77,35,42,11,2,0
70,25,59,53,75,25,14,1
94,23,58,80,32,21,12,0
87,25,37,36,79,9,9,0
57,7,41,90,67,20,4,0
46,22,70,51,83,11,10,0
49,17,55,56,54,14,13,0
46,18,79,61,83,5,19,0
72,10,31,89,33,18,14,0
62,10,84,66,92,29,12,0
60,7,85,94,63,28,2,0
58,27,43,62,35,25,8,1
87,33,35,62,26,4,7,0
58,1,90,59,47,24,14,0
75,34,41,60,87,19,0,0
68,4,42,51,46,26,1,0
99,17,48,41,85,1,8,0
57,4,73,90,50,20,16,0
41,26,88,98,36,18,8,0
40,4,66,54,56,27,0,0
86,1,54,72,33,18,7,0
44,7,45,92,93,3,4,0
59,30,67,50,95,27,10,1
50,9,72,85,57,19,5,0
81,8,43,61,48,4,16,0
41,24,35,85,93,6,17,0
42,19,52,50,62,3,17,0
62,27,89,94,35,10,4,0
94,32,41,74,56,22,4,0
51,14,42,36,88,24,18,0
59,18,35,82,96,2,12,0
44,28,92,86,44,4,6,0
76,29,67,58,58,19,13,1
77,16,79,36,66,14,7,0
69,31,81,99,32,24,2,1
48,4,69,54,90,20,3,0
73,17,37,68,45,25,9,0
92,26,90,75,94,17,3,0
83,4,37,75,29,15,17,0
74,30,63,57,91,15,11,0
91,30,89,72,67,9,19,1
97,22,86,78,40,0,19,0
61,11,75,96,97,22,14,1
83,2,51,46,59,10,12,0
63,12,69,64,67,16,11,0
56,30,74,99,63,23,7,0
49,18,84,75,34,14,8,0
69,26,80,54,98,24,19,1
95,7,34,40,44,6,8,0
98,1,42,38,25,24,16,0
85,26,57,44,30,25,0,0
62,23,91,85,77,5,5,0
71,26,53,72,70,14,6,0
56,6,36,35,90,14,8,0
89,6,67,42,62,6,9,0
90,8,66,97,57,2,3,0
56,24,97,67,91,13,15,1
53,22,71,49,59,29,11,0
48,19,34,65,69,8,8,0
79,18,93,55,46,2,2,0
41,31,79,37,92,5,8,0
84,30,44,69,41,19,16,0
64,33,82,75,29,8,13,0
78,10,54,93,81,0,4,1
48,12,38,50,64,8,0,0
93,30,67,90,54,11,0,1
61,27,51,79,66,3,2,0
82,9,78,93,31,25,8,0
85,21,97,84,95,15,5,1
43,12,44,46,43,4,8,0
65,29,94,46,65,26,3,0
97,33,83,67,58,28,19,1
68,15,59,83,46,16,18,0
84,2,49,55,76,29,4,0
73,18,62,94,30,16,4,0
62,3,36,86,98,5,13,0
76,7,37,88,49,25,9,0
50,18,57,73,90,28,15,0
45,33,74,83,34,14,5,0
